

1709687683.510378284  Node Startup
1709687683.962459087 INFO /rosapi [rosapi_node:202(<module>)] [topics: /rosout] Rosapi started
1709687684.350054979 INFO /rosbridge_websocket [rosbridge_websocket:312(<module>)] [topics: /client_count, /rosout, /connected_clients] Rosbridge WebSocket server started at ws://0.0.0.0:9090
1709687694.500484943 INFO /rosbridge_websocket [autobahn_websocket.py:195(RosbridgeWebSocket.onOpen)] [topics: /client_count, /rosout, /connected_clients] Client connected.  1 clients total.
1709687696.841819047 INFO /rosbridge_websocket [protocol.py:403(RosbridgeProtocol.log)] [topics: /rosout, /client_count, /ctrl_cmd, /connected_clients] [Client 0] Subscribed to /ctrl_cmd
1709687704.401995897 INFO /rosbridge_websocket [autobahn_websocket.py:195(RosbridgeWebSocket.onOpen)] [topics: /rosout, /client_count, /ctrl_cmd, /connected_clients] Client connected.  2 clients total.
1709687710.882498025 INFO /rosbridge_websocket [autobahn_websocket.py:195(RosbridgeWebSocket.onOpen)] [topics: /rosout, /client_count, /ctrl_cmd, /image_jpeg/compressed, /connected_clients] Client connected.  3 clients total.
1709687719.802073955 INFO /rosbridge_websocket [autobahn_websocket.py:195(RosbridgeWebSocket.onOpen)] [topics: /client_count, /ctrl_cmd, /image_jpeg/compressed, /rosout, /gps, /connected_clients] Client connected.  4 clients total.
1709687752.099780082 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:25(gps_callback)] [topics: /rosout, /gps] northOffset 4122635.537
1709687752.875044107 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:22(gps_callback)] [topics: /rosout, /gps] latitude 37.2396916521
1709687752.876538991 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:23(gps_callback)] [topics: /rosout, /gps] longitude 126.773472678
1709687752.877557992 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:24(gps_callback)] [topics: /rosout, /gps] eastOffset 302459.942
1709687752.878546953 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:25(gps_callback)] [topics: /rosout, /gps] northOffset 4122635.537
1709687752.891271114 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:22(gps_callback)] [topics: /rosout, /gps] latitude 37.2396918215
1709687752.892843961 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:23(gps_callback)] [topics: /rosout, /gps] longitude 126.773472795
1709687752.894108057 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:24(gps_callback)] [topics: /rosout, /gps] eastOffset 302459.942
1709687752.895215034 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:25(gps_callback)] [topics: /rosout, /gps] northOffset 4122635.537
1709687752.910200119 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:22(gps_callback)] [topics: /rosout, /gps] latitude 37.2396919809
1709687752.911695003 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:23(gps_callback)] [topics: /rosout, /gps] longitude 126.773472905
1709687752.912974119 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:24(gps_callback)] [topics: /rosout, /gps] eastOffset 302459.942
1709687752.914133071 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:25(gps_callback)] [topics: /rosout, /gps] northOffset 4122635.537
1709687752.925317049 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:22(gps_callback)] [topics: /rosout, /gps] latitude 37.2396921481
1709687752.926848888 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:23(gps_callback)] [topics: /rosout, /gps] longitude 126.77347302
1709687752.927931070 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:24(gps_callback)] [topics: /rosout, /gps] eastOffset 302459.942
1709687752.928956985 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:25(gps_callback)] [topics: /rosout, /gps] northOffset 4122635.537
1709687752.943685054 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:22(gps_callback)] [topics: /rosout, /gps] latitude 37.2396923198
1709687752.944998979 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:23(gps_callback)] [topics: /rosout, /gps] longitude 126.773473139
1709687752.946183919 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:24(gps_callback)] [topics: /rosout, /gps] eastOffset 302459.942
1709687752.947207927 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:25(gps_callback)] [topics: /rosout, /gps] northOffset 4122635.537
1709687752.959182024 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:22(gps_callback)] [topics: /rosout, /gps] latitude 37.2396924814
1709687752.960596084 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:23(gps_callback)] [topics: /rosout, /gps] longitude 126.773473251
1709687752.961616039 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:24(gps_callback)] [topics: /rosout, /gps] eastOffset 302459.942
1709687752.962661981 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:25(gps_callback)] [topics: /rosout, /gps] northOffset 4122635.537
1709687752.991501092 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:22(gps_callback)] [topics: /rosout, /gps] latitude 37.2396928436
1709687752.993113994 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:23(gps_callback)] [topics: /rosout, /gps] longitude 126.773473501
1709687752.994448900 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:24(gps_callback)] [topics: /rosout, /gps] eastOffset 302459.942
1709687752.995716094 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:25(gps_callback)] [topics: /rosout, /gps] northOffset 4122635.537
1709687753.010687112 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:22(gps_callback)] [topics: /rosout, /gps] latitude 37.2396930008
1709687753.012079954 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:23(gps_callback)] [topics: /rosout, /gps] longitude 126.77347361
1709687753.013142108 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:24(gps_callback)] [topics: /rosout, /gps] eastOffset 302459.942
1709687753.014039039 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:25(gps_callback)] [topics: /rosout, /gps] northOffset 4122635.537
1709687753.027709007 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:22(gps_callback)] [topics: /rosout, /gps] latitude 37.2396931613
